reef.id,date,nerr.zone,nsf.site,quad.no,organism.type,size,sex,notes
BUNSF,21-Apr-19,butler,moses,4,mudcrab,31,m,
BUNSF,21-Apr-19,butler,moses,4,mudcrab,25,f,
BUNSF,21-Apr-19,butler,moses,4,mudcrab,21,m,
BUNSF,21-Apr-19,butler,moses,4,mudcrab,20,gf,
BUNSF,21-Apr-19,butler,moses,4,mudcrab,26,m,
BUNSF,21-Apr-19,butler,moses,8,mudcrab,22,m,
BUNSF,21-Apr-19,butler,moses,8,mudcrab,22,gf,
BUNSF,21-Apr-19,butler,moses,8,mudcrab,20,gf,
BUNSF,21-Apr-19,butler,moses,8,mudcrab,31,m,
BUNSF,21-Apr-19,butler,moses,8,mudcrab,28,m,
BUNSF,21-Apr-19,butler,moses,8,mudcrab,25,gf,
BUNSF,21-Apr-19,butler,moses,8,mudcrab,22,gf,
BUNSF,21-Apr-19,butler,moses,8,mudcrab,28,gf,
BUNSF,21-Apr-19,butler,moses,12,mudcrab,21,gf,
BUNSF,21-Apr-19,butler,moses,12,mudcrab,35,m,
BUNSF,21-Apr-19,butler,moses,12,mudcrab,27,m,
BUNSF,21-Apr-19,butler,moses,12,mudcrab,18,f,
BUNSF,21-Apr-19,butler,moses,12,mudcrab,24,gf,
BUNSF,21-Apr-19,butler,moses,12,mudcrab,31,m,
BUNSF,21-Apr-19,butler,moses,12,mudcrab,22,m,
BUNSF,21-Apr-19,butler,moses,16,mudcrab,34,m,
BUNSF,21-Apr-19,butler,moses,16,mudcrab,29,gf,
BUNSF,21-Apr-19,butler,moses,16,mudcrab,32,m,
BUNSF,21-Apr-19,butler,moses,16,mudcrab,25,f,
BUNSF,21-Apr-19,butler,moses,16,mudcrab,22,gf,
BUNSF,21-Apr-19,butler,moses,16,mudcrab,23,m,
BUNSF,21-Apr-19,butler,moses,16,mudcrab,27,m,
BUNSF,21-Apr-19,butler,moses,16,mudcrab,28,gf,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,26,m,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,20,f,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,20,m,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,19,f,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,37,m,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,20,gf,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,20,m,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,17,gf,
BUNSF,21-Apr-19,butler,moses,20,mudcrab,24,m,
BUNSF,21-Apr-19,butler,moses,24,mudcrab,26,gf,
BUNSF,21-Apr-19,butler,moses,24,mudcrab,40,m,
BUNSF,21-Apr-19,butler,moses,24,mudcrab,33,m,
BUNSF,21-Apr-19,butler,moses,24,mudcrab,30,m,
BUNSF,21-Apr-19,butler,moses,24,mudcrab,24,m,
BUNSF,21-Apr-19,butler,moses,24,mudcrab,21,f,
BUNSF,21-Apr-19,butler,moses,24,mudcrab,22,m,
BUNSF,21-Apr-19,butler,moses,24,mudcrab,23,m,
SRN1,4/22/19,salt.non,none,4.5,mudcrab,18,NA,4 mudcrabs lost (15-25 range)
SRN1,4/22/19,salt.non,none,4.5,mudcrab,22,m,
SRN1,4/22/19,salt.non,none,4.5,mudcrab,35,gf,
SRN1,4/22/19,salt.non,none,4.5,mudcrab,38,gf,
SRN1,4/22/19,salt.non,none,4.5,mudcrab,36,f,
SRN1,4/22/19,salt.non,none,4.5,mudcrab,17,f,
SRN1,4/22/19,salt.non,none,9,mudcrab,28,m,2 mudcrabs lost (20-25)
SRN1,4/22/19,salt.non,none,9,mudcrab,25,gf,
SRN1,4/22/19,salt.non,none,9,mudcrab,49,m,
SRN1,4/22/19,salt.non,none,13.5,mudcrab,23,f,
SRN1,4/22/19,salt.non,none,13.5,mudcrab,27,m,
SRN1,4/22/19,salt.non,none,13.5,mudcrab,19,m,
SRN1,4/22/19,salt.non,none,13.5,mudcrab,22,f,
SRN1,4/22/19,salt.non,none,13.5,mudcrab,25,m,
SRN1,4/22/19,salt.non,none,18,mudcrab,23,gf,1 mudcrab escaped (~20)
SRN1,4/22/19,salt.non,none,18,mudcrab,49,m,
SRN1,4/22/19,salt.non,none,18,mudcrab,39,f,
SRN1,4/22/19,salt.non,none,18,mudcrab,23,m,
SRN1,4/22/19,salt.non,none,18,mudcrab,36,m,
SRN1,4/22/19,salt.non,none,22.5,mudcrab,24,m,
SRN1,4/22/19,salt.non,none,22.5,mudcrab,15,gf,
SRN1,4/22/19,salt.non,none,27,mudcrab,25,m,
SRN1,4/22/19,salt.non,none,27,mudcrab,18,f,
SRN1,4/22/19,salt.non,none,27,mudcrab,19,gf,
SRN1,4/22/19,salt.non,none,27,mudcrab,17,f,
SRN2,4/22/19,salt.non,none,5.5,mudcrab,26,m,
SRN2,4/22/19,salt.non,none,11,mudcrab,27,m,
SRN2,4/22/19,salt.non,none,11,mudcrab,23,m,
SRN2,4/22/19,salt.non,none,11,mudcrab,19,m,
SRN2,4/22/19,salt.non,none,11,mudcrab,16,f,
SRN2,4/22/19,salt.non,none,11,mudcrab,15,f,
SRN2,4/22/19,salt.non,none,16.5,mudcrab,33,m,
SRN2,4/22/19,salt.non,none,16.5,mudcrab,23,m,
SRN2,4/22/19,salt.non,none,22,mudcrab,25,m,
SRN2,4/22/19,salt.non,none,22,mudcrab,24,NA,No sex listed
SRN2,4/22/19,salt.non,none,22,mudcrab,26,f,
SRN2,4/22/19,salt.non,none,22,mudcrab,16,m,
SRN2,4/22/19,salt.non,none,27.5,mudcrab,31,gf,
SRN2,4/22/19,salt.non,none,27.5,mudcrab,25,gf,
SRN2,4/22/19,salt.non,none,27.5,mudcrab,22,m,
SRN2,4/22/19,salt.non,none,33,mudcrab,23,f,
SRN2,4/22/19,salt.non,none,33,mudcrab,46,m,
SRN2,4/22/19,salt.non,none,33,mudcrab,28,m,
SRN3,4/22/19,salt.non,none,3,mudcrab,26,m,
SRN3,4/22/19,salt.non,none,3,mudcrab,26,gf,
SRN3,4/22/19,salt.non,none,6,mudcrab,25,m,
SRN3,4/22/19,salt.non,none,6,mudcrab,23,m,
SRN3,4/22/19,salt.non,none,9,mudcrab,24,gf,
SRN3,4/22/19,salt.non,none,9,mudcrab,22,f,
SRN3,4/22/19,salt.non,none,9,mudcrab,25,m,
SRN3,4/22/19,salt.non,none,12,mudcrab,19,gf,
SRN3,4/22/19,salt.non,none,12,mudcrab,29,m,
SRN3,4/22/19,salt.non,none,12,mudcrab,25,m,
SRN3,4/22/19,salt.non,none,12,mudcrab,23,m,
SRN3,4/22/19,salt.non,none,15,mudcrab,23,gf,
SRN3,4/22/19,salt.non,none,15,mudcrab,27,m,
SRN3,4/22/19,salt.non,none,15,mudcrab,19,m,
SRN3,4/22/19,salt.non,none,18,mudcrab,19,m,
SRN3,4/22/19,salt.non,none,18,mudcrab,18,gf,
SRN3,4/22/19,salt.non,none,18,mudcrab,21,gf,
TNH1,5/6/19,tolo.non,none,3.5,mudcrab,25,m,
TNH1,5/6/19,tolo.non,none,3.5,mudcrab,27,m,
TNH1,5/6/19,tolo.non,none,3.5,mudcrab,21,m,
TNH1,5/6/19,tolo.non,none,3.5,mudcrab,35,m,
TNH1,5/6/19,tolo.non,none,7,mudcrab,36,m,
TNH1,5/6/19,tolo.non,none,7,mudcrab,25,m,
TNH1,5/6/19,tolo.non,none,7,mudcrab,28,m,
TNH1,5/6/19,tolo.non,none,7,mudcrab,33,m,
TNH1,5/6/19,tolo.non,none,7,mudcrab,20,gf,
TNH1,5/6/19,tolo.non,none,7,mudcrab,26,m,
TNH1,5/6/19,tolo.non,none,7,mudcrab,17,m,
TNH1,5/6/19,tolo.non,none,7,mudcrab,23,f,
TNH1,5/6/19,tolo.non,none,7,mudcrab,21,m,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,45,gf,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,30,m,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,28,m,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,20,m,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,24,m,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,25,m,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,21,f,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,18,f,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,22,f,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,22,gf,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,26,f,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,23,gf,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,27,gf,
TNH1,5/6/19,tolo.non,none,10.5,mudcrab,17,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,22,f,
TNH1,5/6/19,tolo.non,none,15,mudcrab,28,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,33,gf,
TNH1,5/6/19,tolo.non,none,15,mudcrab,26,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,26,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,28,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,29,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,19,f,
TNH1,5/6/19,tolo.non,none,15,mudcrab,20,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,25,f,
TNH1,5/6/19,tolo.non,none,15,mudcrab,26,f,
TNH1,5/6/19,tolo.non,none,15,mudcrab,20,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,23,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,14,f,
TNH1,5/6/19,tolo.non,none,15,mudcrab,20,f,
TNH1,5/6/19,tolo.non,none,15,mudcrab,19,f,
TNH1,5/6/19,tolo.non,none,15,mudcrab,21,m,
TNH1,5/6/19,tolo.non,none,15,mudcrab,22,f,
TNH1,5/6/19,tolo.non,none,18.5,mudcrab,36,m,
TNH1,5/6/19,tolo.non,none,18.5,mudcrab,22,f,
TNH1,5/6/19,tolo.non,none,18.5,mudcrab,21,f,
TNH1,5/6/19,tolo.non,none,18.5,mudcrab,17,m,
TNH1,5/6/19,tolo.non,none,18.5,mudcrab,23,m,
TNH1,5/6/19,tolo.non,none,18.5,mudcrab,16,m,
TNH1,5/6/19,tolo.non,none,18.5,mudcrab,22,m,
TNH1,5/6/19,tolo.non,none,22,mudcrab,38,f,
TNH1,5/6/19,tolo.non,none,22,mudcrab,18,gf,
TNH1,5/6/19,tolo.non,none,22,mudcrab,23,gf,
TNH1,5/6/19,tolo.non,none,22,mudcrab,20,f,
TNH1,5/6/19,tolo.non,none,22,mudcrab,42,m,
TNH1,5/6/19,tolo.non,none,22,mudcrab,26,f,
TNH1,5/6/19,tolo.non,none,22,mudcrab,20,gf,
TNH1,5/6/19,tolo.non,none,22,mudcrab,26,f,
TNH1,5/6/19,tolo.non,none,22,mudcrab,21,f,
TNH1,5/6/19,tolo.non,none,22,mudcrab,22,m,
TNH1,5/6/19,tolo.non,none,22,mudcrab,23,m,
TNH1,5/6/19,tolo.non,none,22,mudcrab,21,m,
TNH1,5/6/19,tolo.non,none,22,mudcrab,21,m,
TNH1,5/6/19,tolo.non,none,22,mudcrab,18,m,
TRN2,5/6/19,tolo.non,none,3,mudcrab,33,gf,
TRN2,5/6/19,tolo.non,none,3,mudcrab,18,gf,
TRN2,5/6/19,tolo.non,none,3,mudcrab,46,m,
TRN2,5/6/19,tolo.non,none,3,mudcrab,18,f,
TRN2,5/6/19,tolo.non,none,3,mudcrab,21,f,
TRN2,5/6/19,tolo.non,none,3,mudcrab,15,f,
TRN2,5/6/19,tolo.non,none,3,mudcrab,19,f,
TRN2,5/6/19,tolo.non,none,3,mudcrab,22,m,
TRN2,5/6/19,tolo.non,none,6,mudcrab,30,f,
TRN2,5/6/19,tolo.non,none,6,mudcrab,21,f,
TRN2,5/6/19,tolo.non,none,6,mudcrab,26,f,
TRN2,5/6/19,tolo.non,none,6,mudcrab,22,f,
TRN2,5/6/19,tolo.non,none,6,mudcrab,34,m,
TRN2,5/6/19,tolo.non,none,6,mudcrab,33,m,
TRN2,5/6/19,tolo.non,none,6,mudcrab,22,gf,
TRN2,5/6/19,tolo.non,none,6,mudcrab,22,m,
TRN2,5/6/19,tolo.non,none,6,mudcrab,22,m,
TRN2,5/6/19,tolo.non,none,6,mudcrab,21,f,
TRN2,5/6/19,tolo.non,none,6,mudcrab,21,f,
TRN2,5/6/19,tolo.non,none,6,mudcrab,21,f,
TRN2,5/6/19,tolo.non,none,9,mudcrab,19,f,
TRN2,5/6/19,tolo.non,none,9,mudcrab,22,m,
TRN2,5/6/19,tolo.non,none,9,mudcrab,30,f,
TRN2,5/6/19,tolo.non,none,9,mudcrab,26,m,
TRN2,5/6/19,tolo.non,none,9,mudcrab,27,f,
TRN2,5/6/19,tolo.non,none,9,mudcrab,23,f,
TRN2,5/6/19,tolo.non,none,9,mudcrab,21,m,
TRN2,5/6/19,tolo.non,none,12,mudcrab,35,m,
TRN2,5/6/19,tolo.non,none,12,mudcrab,22,m,
TRN2,5/6/19,tolo.non,none,12,mudcrab,19,f,
TRN2,5/6/19,tolo.non,none,12,mudcrab,20,m,
TRN2,5/6/19,tolo.non,none,12,mudcrab,27,m,
TRN2,5/6/19,tolo.non,none,12,mudcrab,20,f,
TRN2,5/6/19,tolo.non,none,12,mudcrab,24,f,
TRN2,5/6/19,tolo.non,none,12,mudcrab,22,m,
TRN2,5/6/19,tolo.non,none,15,mudcrab,39,m,
TRN2,5/6/19,tolo.non,none,15,mudcrab,28,gf,
TRN2,5/6/19,tolo.non,none,15,mudcrab,21,m,
TRN2,5/6/19,tolo.non,none,15,mudcrab,25,m,
TRN2,5/6/19,tolo.non,none,18,mudcrab,39,m,
TRN2,5/6/19,tolo.non,none,18,mudcrab,24,gf,
TRN2,5/6/19,tolo.non,none,18,mudcrab,40,m,
TRN2,5/6/19,tolo.non,none,18,mudcrab,19,m,
TRN2,5/6/19,tolo.non,none,18,mudcrab,25,f,
TRN2,5/6/19,tolo.non,none,18,mudcrab,29,f,
TRN2,5/6/19,tolo.non,none,18,mudcrab,15,m,
TRN2,5/6/19,tolo.non,none,18,mudcrab,22,m,
TRN2,5/6/19,tolo.non,none,18,mudcrab,21,m,
TRN2,5/6/19,tolo.non,none,18,mudcrab,20,m,
TRN3,5/6/19,tolo.non,none,5,mudcrab,29,m,
TRN3,5/6/19,tolo.non,none,5,mudcrab,21,m,
TRN3,5/6/19,tolo.non,none,5,mudcrab,13,m,
TRN3,5/6/19,tolo.non,none,10,mudcrab,25,m,
TRN3,5/6/19,tolo.non,none,10,mudcrab,15,f,
TRN3,5/6/19,tolo.non,none,15,mudcrab,19,gf,
TRN3,5/6/19,tolo.non,none,15,mudcrab,21,m,
TRN3,5/6/19,tolo.non,none,15,mudcrab,30,m,
TRN3,5/6/19,tolo.non,none,15,mudcrab,17,m,
TRN3,5/6/19,tolo.non,none,15,mudcrab,20,f,
TRN3,5/6/19,tolo.non,none,20,mudcrab,17,f,
TRN3,5/6/19,tolo.non,none,20,mudcrab,20,f,
TRN3,5/6/19,tolo.non,none,20,mudcrab,18,f,
TRN3,5/6/19,tolo.non,none,20,mudcrab,17,m,
TRN3,5/6/19,tolo.non,none,25,mudcrab,27,m,
TRN3,5/6/19,tolo.non,none,25,mudcrab,23,gf,
TRN3,5/6/19,tolo.non,none,25,mudcrab,20,f,
TRN3,5/6/19,tolo.non,none,25,mudcrab,20,m,
TRN3,5/6/19,tolo.non,none,25,mudcrab,21,gf,
TRN3,5/6/19,tolo.non,none,30,mudcrab,45,m,
TRN3,5/6/19,tolo.non,none,30,mudcrab,28,gf,
TRN3,5/6/19,tolo.non,none,30,mudcrab,24,f,
TRN3,5/6/19,tolo.non,none,30,mudcrab,18,f,
GR1,5/7/19,guana,none,1.5,mudcrab,24,m,
GR1,5/7/19,guana,none,1.5,mudcrab,29,m,
GR1,5/7/19,guana,none,1.5,mudcrab,24,m,
GR1,5/7/19,guana,none,1.5,mudcrab,24,m,
GR1,5/7/19,guana,none,1.5,mudcrab,12,f,
GR1,5/7/19,guana,none,1.5,mudcrab,20,m,
GR1,5/7/19,guana,none,1.5,mudcrab,23,f,
GR1,5/7/19,guana,none,1.5,mudcrab,23,f,
GR1,5/7/19,guana,none,1.5,mudcrab,18,f,
GR1,5/7/19,guana,none,3,mudcrab,18,m,
GR1,5/7/19,guana,none,3,mudcrab,20,m,
GR1,5/7/19,guana,none,3,bluecrab,38,m,dead
GR1,5/7/19,guana,none,3,mudcrab,16,m,
GR1,5/7/19,guana,none,3,mudcrab,24,f,
GR1,5/7/19,guana,none,3,mudcrab,20,m,
GR1,5/7/19,guana,none,3,mudcrab,17,m,
GR1,5/7/19,guana,none,4.5,mudcrab,21,f,
GR1,5/7/19,guana,none,4.5,mudcrab,29,f,
GR1,5/7/19,guana,none,4.5,mudcrab,19,f,
GR1,5/7/19,guana,none,6,mudcrab,23,f,
GR1,5/7/19,guana,none,6,mudcrab,22,m,
GR1,5/7/19,guana,none,6,mudcrab,22,f,
GR1,5/7/19,guana,none,6,mudcrab,18,f,
GR1,5/7/19,guana,none,7.5,mudcrab,27,f,
GR1,5/7/19,guana,none,7.5,mudcrab,20,f,
GR1,5/7/19,guana,none,7.5,mudcrab,18,f,
GR1,5/7/19,guana,none,7.5,mudcrab,16,f,
GR1,5/7/19,guana,none,7.5,mudcrab,22,m,
GR1,5/7/19,guana,none,7.5,mudcrab,39,m,
GR1,5/7/19,guana,none,7.5,mudcrab,17,m,
GR1,5/7/19,guana,none,7.5,mudcrab,16,m,
GR1,5/7/19,guana,none,9,mudcrab,40,m,
GR1,5/7/19,guana,none,9,mudcrab,25,f,
GR1,5/7/19,guana,none,9,mudcrab,30,f,
GR1,5/7/19,guana,none,9,mudcrab,19,f,
GR1,5/7/19,guana,none,9,mudcrab,24,m,
GR1,5/7/19,guana,none,9,mudcrab,22,f,
GR3,5/7/19,guana,none,6,mudcrab,16,f,
GR3,5/7/19,guana,none,6,mudcrab,17,m,
GR3,5/7/19,guana,none,6,mudcrab,18,m,
GR3,5/7/19,guana,none,12,bluecrab,56,f,
GR3,5/7/19,guana,none,12,mudcrab,28,gf,
GR3,5/7/19,guana,none,12,mudcrab,18,f,
GR3,5/7/19,guana,none,12,mudcrab,34,m,
GR3,5/7/19,guana,none,12,mudcrab,25,m,
GR3,5/7/19,guana,none,12,mudcrab,25,m,
GR3,5/7/19,guana,none,12,mudcrab,16,m,
GR3,5/7/19,guana,none,12,mudcrab,22,m,
GR3,5/7/19,guana,none,12,mudcrab,21,m,
GR3,5/7/19,guana,none,12,mudcrab,21,m,
GR3,5/7/19,guana,none,12,mudcrab,13,m,
GR3,5/7/19,guana,none,18,mudcrab,36,m,
GR3,5/7/19,guana,none,18,mudcrab,18,m,
GR3,5/7/19,guana,none,18,mudcrab,27,gf,
GR3,5/7/19,guana,none,18,mudcrab,27,m,
GR3,5/7/19,guana,none,18,mudcrab,15,f,
GR3,5/7/19,guana,none,18,mudcrab,28,m,
GR3,5/7/19,guana,none,18,mudcrab,19,f,
GR3,5/7/19,guana,none,18,mudcrab,17,m,
GR3,5/7/19,guana,none,18,mudcrab,15,m,
GR3,5/7/19,guana,none,18,mudcrab,18,m,
GR3,5/7/19,guana,none,24,mudcrab,43,m,
GR3,5/7/19,guana,none,24,mudcrab,24,f,
GR3,5/7/19,guana,none,24,mudcrab,26,m,
GR3,5/7/19,guana,none,24,mudcrab,21,m,
GR3,5/7/19,guana,none,24,mudcrab,24,gf,
GR3,5/7/19,guana,none,24,mudcrab,20,f,
GR3,5/7/19,guana,none,24,mudcrab,17,f,
GR3,5/7/19,guana,none,24,mudcrab,14,m,
GR3,5/7/19,guana,none,24,mudcrab,19,f,
GR3,5/7/19,guana,none,30,mudcrab,26,m,
GR3,5/7/19,guana,none,30,mudcrab,16,f,
GR3,5/7/19,guana,none,30,mudcrab,23,m,
GR3,5/7/19,guana,none,30,mudcrab,27,gf,
GR3,5/7/19,guana,none,30,mudcrab,20,f,
GR3,5/7/19,guana,none,30,mudcrab,20,f,
GR3,5/7/19,guana,none,36,mudcrab,41,m,
GR3,5/7/19,guana,none,36,mudcrab,24,m,
GR3,5/7/19,guana,none,36,mudcrab,22,gf,
GR3,5/7/19,guana,none,36,mudcrab,26,m,
GR3,5/7/19,guana,none,36,mudcrab,19,m,
GR3,5/7/19,guana,none,36,mudcrab,25,f,
GR3,5/7/19,guana,none,36,mudcrab,23,m,
GR3,5/7/19,guana,none,36,mudcrab,26,m,
GR3,5/7/19,guana,none,36,mudcrab,17,m,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,20,m,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,18,m,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,34,gf,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,26,m,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,26,f,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,21,m,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,22,f,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,19,f,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,16,m,
PC1,7/22/19,pellicer,pellicer,6,mudcrab,13,f,
PC1,7/22/19,pellicer,pellicer,6,conch,65,NA,
PC1,7/22/19,pellicer,pellicer,6,conch.low,72,NA,
PC1,7/22/19,pellicer,pellicer,6,conch.low,62,NA,
PC1,7/22/19,pellicer,pellicer,6,conch.low,82,NA,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,31,m,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,26,f,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,31,f,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,25,m,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,22,gf,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,22,m,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,24,f,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,21,m,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,26,f,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,30,m,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,16,m,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,21,m,
PC1,7/22/19,pellicer,pellicer,11,mudcrab,19,f,
PC1,7/22/19,pellicer,pellicer,11,conch,59,NA,
PC1,7/22/19,pellicer,pellicer,11,conch.low,82,NA,
PC1,7/22/19,pellicer,pellicer,11,conch.low,81,NA,
PC1,7/22/19,pellicer,pellicer,11,conch.low,65,NA,
PC1,7/22/19,pellicer,pellicer,11,conch.low,71,NA,
PC1,7/22/19,pellicer,pellicer,16,mudcrab,26,f,
PC1,7/22/19,pellicer,pellicer,16,mudcrab,19,f,
PC1,7/22/19,pellicer,pellicer,16,mudcrab,30,m,
PC1,7/22/19,pellicer,pellicer,16,conch,68,NA,
PC1,7/22/19,pellicer,pellicer,16,conch,64,NA,
PC1,7/22/19,pellicer,pellicer,16,conch,66,NA,
PC1,7/22/19,pellicer,pellicer,16,conch,53,NA,
PC1,7/22/19,pellicer,pellicer,16,conch.low,70,NA,
PC1,7/22/19,pellicer,pellicer,16,conch.low,75,NA,
PC1,7/22/19,pellicer,pellicer,21,mudcrab,22,m,
PC1,7/22/19,pellicer,pellicer,21,mudcrab,19,f,
PC1,7/22/19,pellicer,pellicer,21,mudcrab,19,m,
PC1,7/22/19,pellicer,pellicer,21,conch,69,NA,
PC1,7/22/19,pellicer,pellicer,21,conch,75,NA,
PC1,7/22/19,pellicer,pellicer,21,conch,79,NA,
PC1,7/22/19,pellicer,pellicer,21,conch,82,NA,
PC1,7/22/19,pellicer,pellicer,21,conch,78,NA,
PC1,7/22/19,pellicer,pellicer,21,conch,71,NA,
PC1,7/22/19,pellicer,pellicer,21,conch,72,NA,
